Scientific Name,Common Name,Species ID,Link
Scaevola taccada (Gaertn.) Roxb.,Ambung-ambung,2431,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2431
Scaphium affine (Mast.) Pierre,Kembang Semangkuk Jantung,3114,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3114
Scaphium linearicarpum (Mast.) Pierre,Kembang Semangkok Bulat,4688,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4688
Scaphochlamys biloba (Ridl.) Holttum,Halia Hutan,8384,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8384
Scaphochlamys kunstleri (Ridl.) Holttum var. rubra,-,6140,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6140
Scaphochlamys kunstleri var. speciosa,-,4677,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4677
Schefflera emarginata,-,8213,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8213
Schima wallichii,Needlewood,4681,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4681
Schinus molle,-,4682,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4682
Schinus terebinthifolius,Brazilian Pepper-Tree,3116,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3116
Schismatoglottis calyptrata (Roxb.) Zoll. & Moritzi in Moritzi,-,5702,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5702
Schismatoglottis motleyana (Schott) Engl.,-,7419,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7419
Schismatoglottis wallichii Hook. f.,-,2442,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2442
Schizaea dichotoma (L.) Sm.,Grass Fern,1573,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1573
Schizolobium parahyba (Vell.) S.F.Blake,Brazilian Fern Tree,3117,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3117
Schizostachyum brachycladum,Buluh Nipis,2443,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2443
Schoenoplectiella mucronata (L.) J.Jung & H.K.Choi,Ricefield Bulrush,4987,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4987
Schumannianthus dichotomus (Roxb.) Gagnep.,Common Donax,1950,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1950
Schumannianthus virgatus (Roxb.) Rolfe,-,5789,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5789
Scindapsus hederaceus Schott,Akar Lebang Aleh,5699,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5699
Scindapsus pictus 'Argyraeus',Satin Pothos,1500,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1500
Scindapsus pictus Hassk.,Satin Pothos,6027,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6027
Sclerochiton harveyanus Nees,Blue Lips,6932,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6932
Scolopia macrophylla (Wight & Arn.) Clos,Damak-damak tahun,8039,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8039
Scorodocarpus borneensis (Baill.) Becc.,Buah Kulim,4687,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4687
Scrotochloa urceolata (Roxb.) Judz.,Shield Grass,5984,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5984
Scurrula ferruginea (Roxb. ex Jack) Danser,-,6548,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6548
Scutellaria costaricana H.Wendl.,Scarlet Skullcap,5097,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5097
Scyphiphora hydrophylacea C.F. Gaertn.,Chengam,2444,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2444
Sechium edule (Jacq.) Sw.,Chayote,5957,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5957
Securidaca philippinensis Chodat,-,7189,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7189
Sedum × rubrotinctum R.T.Clausen,Jellybean Sedum,2447,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2447
Sedum adolphi Raym.-Hamet,Coppertone Stonecrop,6141,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6141
Sedum album L.,White Stonecrop,6226,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6226
Sedum japonicum 'Tokyo Sun',-,8054,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8054
Sedum lineare 'Variegatum',Variegated Star Sedum,3445,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3445
Sedum 'Little Missy',Jade Plant,6837,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6837
Sedum mexicanum Britton,Mexican Sedum,2445,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2445
Sedum morganianum E.Walth.,Burro's Tail,3444,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3444
Sedum nevii A. Gray,-,2446,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2446
Sedum sarmentosum Bunge,Star Sedum,2448,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2448
Sedum sexangulare L.,Tasteless Stonecrop,2449,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2449
Seemannia sylvatica Baill.,-,6059,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6059
Selaginella (Triangle),-,1575,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1575
Selaginella apoda (L.) C.Morren,Meadow spikemoss,5778,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5778
Selaginella erythropus (Mart.) Spring,Red Spikemoss,1576,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1576
Selaginella intermedia,Spikemoss,6224,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6224
Selaginella kraussiana (Kunze) A.Braun,Mat spike-moss,5779,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5779
Selaginella kraussiana 'Brownii',Krauss' Spikemoss,3752,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3752
Selaginella martensii Spring,Variegated spikemoss,5780,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5780
Selaginella plana (Desv.) Hieron.,Asian Spikemoss,1577,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1577
Selaginella sp. (variegated),-,4984,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4984
Selaginella tamariscina (P.Beauv.) Spring,-,6611,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6611
Selaginella uncinata (Desv.) Spring,Peacock Moss,8682,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8682
Selaginella willdenowii (Desv.) Baker,Willdenow's Spikemoss,1578,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1578
Selenicereus anthonyanus (Alexander) D.R. Hunt,-,5876,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5876
Selenicereus undatus (Haw.) D.R.Hunt,Dragon Fruit,1419,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1419
Selliguea feei Bory,-,3342,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3342
Sempervivum caucasicum Rupr. ex Boiss.,Houseleek,5759,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5759
Senecio macroglossus 'Variegatus',Vareigated Natal Ivy,6279,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6279
Senna alata (Linnaeus) Roxburgh,Candle Bush,2450,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2450
Senna auriculata (L.) Roxb.,Tanner's Cassia,6126,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6126
Senna occidentalis (L.) Link,Antbush,3353,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3353
Senna pendula,Golden Senna,2451,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2451
Senna polyphylla (Jacq.) Irwin & Barneby,Desert Cassia,2452,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2452
Senna siamea (Lam.) H. S. Irwin & Barneby,Kassod Tree,3118,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3118
Senna spectabilis (DC.) H. S. Irwin & Barneby,American Cassia,3119,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3119
Senna surattensis (Burm. f.) H. S. Irwin & Barneby,Scrambled Egg Bush,1789,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1789
Senna tora (L.) Roxb,Sicklepod,5456,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5456
Serianthes grandiflora Benth.,-,4697,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4697
Serissa japonica (Thunberg) Thunberg,Japanese Serissa,2453,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2453
Serissa japonica 'Snow Leaves',金边白马骨,2454,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2454
Sesamum indicum L.,Sesame,7200,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7200
Sesamum radiatum Thonn. ex Hornem.,Black Benniseed,2455,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2455
Sesbania grandiflora,Scarlet Wistaria Tree,3120,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3120
Sesbania grandiflora 'Alba',West Indian Pea,3121,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3121
Sesbania sesban (L.) Merr.,Egyptian Pea,5751,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5751
Sesuvium portulacastrum (L.) L.,Sea Purslane,2456,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2456
Setaria italica 'Highlander',Foxtail Millet,7376,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7376
Setaria palmifolia (J.Koenig) Stapf,Palm Grass,5284,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5284
Setaria palmifolia 'Variegata',Variegated Palm Grass,5659,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5659
Severinia buxifolia,-,3122,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3122
Shorea bentongensis Foxw.,Meranti Mengkai,4706,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4706
Shorea blumutensis Foxw.,-,8720,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8720
Shorea collina,-,6789,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6789
Shorea confusa,-,6780,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6780
Shorea falcifera Dyer ex Brandis,-,8861,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8861
Shorea glauca King,Balau Laut,4710,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4710
Shorea hemsleyana (King) King ex Foxw.,Cengal Pasir Daun Besar,4699,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4699
Shorea macrantha Brandis,Ferranti kepong hantu,5648,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5648
Shorea malibato Foxw.,-,8860,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8860
Shorea materialis,-,4714,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4714
Shorea multiflora (Burck) Symington,Damar Hitam,4718,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4718
Shorea ochrophloia Strugnell ex Symington,Seraya Batu,8824,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8824
Shorea palembanica,Meranti Tengkawang Air,3126,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3126
Shorea platyclados,-,4724,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4724
Shorea robusta C.F.Gaertn.,Sal,6720,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6720
Shorea roxburghii G.Don,Temak,3127,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3127
Shorea siamensis Miq.,-,6719,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6719
Shorea singkawang,-,4727,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4727
Shorea sumatrana (Slooten ex Thorenaar) Desch,Sengkawang,3128,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3128
Shorea symingtonii G.H.S.Wood,-,6799,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6799
Sida acuta (Variegated Leaf),-,6428,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6428
Sida acuta Burm.f.,Common Wireweed,5919,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5919
Siderasis fuscata Lodd. (H.E.Moore),Brown Spiderwort,5468,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5468
Sieruela rutidosperma (DC.) Roalson & J.C.Hall,Fringed Spiderflower,1816,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1816
Simarouba glauca,-,5334,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5334
"Sindora × changiensis L.M.Choo, Loo, W.F.Ang & K.Er",-,8621,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8621
Sindora echinocalyx,Sepetir Daun Nipis,3129,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3129
Sindora wallichii Benth.,Sepetir,3130,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3130
Singaporandia macrophylla (R. Br. ex Hook.f.) K.M.Wong,Angel's Trumpet,2395,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2395
Sinningia 'Amizade',-,4917,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4917
Sinningia 'Fat Dragon',-,8365,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8365
Sinningia 'Isa's Murmur',-,8366,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8366
Sinningia 'Li'l Georgie',-,7408,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7408
Sinningia 'Mighty Mouse',-,7993,https://www.nparks.gov.sg/florafaunaweb/flora/7/9/7993
Sinningia 'Ozark Sentimental Journey',-,6009,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6009
Sinningia 'Pirate's Petite Angel',-,7409,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7409
Sinningia speciosa cultivars,Gloxinia,2457,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2457
Sinningia speciosa 'Regina',-,6936,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6936
Sinningia 'Stone's Yulia',-,8405,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8405
Siraitia grosvenorii,Luo Han Guo,7027,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7027
Sloetia elongata (Miq.) Koord.,Tempinis,3145,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3145
Smallanthus sonchifolius (Poepp.) H. Rob.,Yacon,8042,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8042
Smilax setosa Miq.,Bearded Smilax,1501,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1501
Smithatris myanmarensis W.J.Kress,-,6278,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6278
Sobralia macrantha 'Alba',-,7130,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7130
Solandra longiflora Tussac,Chalice Vine,1502,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1502
Solanum aethiopicum 'Small Ruffled Red',Scarlet Eggplant,3435,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3435
Solanum glaucophyllum,Waxyleaf Nightshade,7494,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7494
Solanum lycopersicum 'Bali',Bali Tomato,7151,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7151
Solanum lycopersicum 'Big Beef',-,7150,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7150
Solanum lycopersicum L.,Tomato,5772,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5772
Solanum lycopersicum 'Mariana',-,7143,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7143
Solanum lycopersicum 'Marmande',Marmande Tomato,8411,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8411
Solanum lycopersicum 'Micro-Tom',Cherry Tomato,8412,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8412
Solanum lycopersicum 'Thai Pink Egg',Grape Tomato,7529,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7529
Solanum lycopersicum 'Vilma',-,8106,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8106
Solanum lycopersicum 'Yellow Pear',-,7152,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7152
Solanum macrocarpon L.,African Eggplant,7208,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7208
Solanum mammosum L.,Nipple Fruit,2458,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2458
Solanum melongena 'Asian Bride',Brinjal,6507,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6507
Solanum melongena cultivars,-,8482,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8482
Solanum melongena L.,Brinjal,2459,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2459
Solanum melongena 'Saneness',Brinjal,7139,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7139
Solanum melongena 'Striped Tonga',-,6675,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6675
Solanum melongena 'Thai Long Green',-,6520,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6520
Solanum melongena 'Thai Round White',Sweet Eggplant,6519,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6519
Solanum muricatum Ruiz and Pav.,Pepino,4736,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4736
Solanum pseudocapsicum L.,Jerusalem Cherry,5856,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5856
Solanum seaforthianum Andrews,Brazilian Nightshade,8013,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8013
Solanum sessiliflorum,Cocona,8168,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8168
Solanum stramoniifolium Jacq.,Coconilla,8040,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8040
Solanum torvum Sw.,Turkey Berry,5815,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5815
Solanum trilobatum L.,-,6640,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6640
Solanum tuberosum L.,Potato,6493,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6493
Solanum wrightii Benth.,Potato Tree,3131,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3131
Sommieria leucophylla Becc.,Micholitz's Plant,2604,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2604
Sonneratia alba J. Smith,Perepat,4739,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4739
Sonneratia caseolaris (L.) Engl.,Crabapple Mangrove,3343,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3343
Sonneratia ovata Backer,Gedabu,4740,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4740
Sophora tomentosa L.,Silver Bush,5725,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5725
Sorghum bicolor (L.) Moench,Sorghum,7163,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7163
Sorghum bicolor 'Black Amber',Sweet Sorghum,7390,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7390
Spathiphyllum cannifolium,Spatheflower,2462,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2462
Spathiphyllum cultivars,-,2461,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2461
Spathiphyllum 'Petite',Dwarf Peace Lily,2463,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2463
Spathiphyllum 'Sensation',Peace Lily,2464,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2464
Spathiphyllum wallisii,Peace Lily,2465,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2465
Spathiphyllum 'White Stripe',-,8433,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8433
Spathodea campanulata 'Aurea',Yellow African Tulip,3133,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3133
Spathodea campanulata P. Beauv.,African Tulip Tree,3132,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3132
Spathoglottis gracilis,Yellow Ground Orchid,2466,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2466
Spathoglottis plicata 'Alba',-,3406,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3406
Spathoglottis plicata Blume,Spathoglottis Orchid,2468,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2468
Spathoglottis Pure Gold,-,2470,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2470
Spathoglottis Sunshine,-,2467,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2467
Spathoglottis tomentosa 'Alba',-,2469,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2469
Spathoglottis unguiculata,Clawed Spathoglottis,2471,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2471
Spatholobus ferrugineus (Zoll. & Moritzi) Benth.,-,6016,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6016
Spermacoce exilis (L.O.Williams) C.D.Adams ex W.C.Burger & C.M.Taylor,Pacific False Buttonweed,6190,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6190
Spermacoce ocymoides,Purple-Leaved Button Weed,1729,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1729
Sphaeropteris squamulata (Blume) R.M.Tryon,-,8724,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8724
Sphaeropteris trichodesma (Scort.) R.M.Tryon,-,8635,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8635
Sphaerostephanos polycarpos (Blume) Copel.,-,5539,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5539
Sphagneticola trilobata (L.) Pruski,Yellow Creeping Daisy,3350,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3350
Sphagneticola trilobata (Variegated),-,8010,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8010
Sphenomeris chinensis (L.) Maxon,Lace Fern,6627,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6627
Spigelia anthelmia L.,West Indian Pinkroot,5752,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5752
Spinacia oleracea L.,Spinach,6534,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6534
Spiraea japonica,Japanese Spirarea,2473,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2473
Spirodela polyrrhiza (L.) Schleid.,Giant Duckweed,6264,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6264
Spondias dulcis Parkinson,Kedondong,3134,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3134
Sporobolus fertilis (Steud.) Clayton,Giant Parramatta Grass,5753,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5753
Stachyphrynium latifolium (Blume) K. Schum.,Spike-flowered Toad-Wort,2474,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2474
Stachyphrynium sumatranum,-,6915,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6915
Stachytarpheta cayennensis (Rich.) Vahl,Branched Porterweed,5373,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5373
Stachytarpheta frantzii,Purple Porterweed,6760,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6760
Stachytarpheta jamaicensis (L.) Vahl,Brazilian Tea,2475,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2475
Stachytarpheta jamaicensis (variegated),Variegated Brazilian Tea,3423,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3423
Stachytarpheta mutabilis (Jacq.) Vahl,Changeable Velvetberry,3726,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3726
Stachytarpheta 'Red Compacta',Dwarf Red False Vervain,4865,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4865
Stapelia gigantea N. E. Br.,Carrion Flower,3461,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3461
Stapelia schinzii Berger & Schltr.,Carrion Flower,6963,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6963
Stelechocarpus burahol (Blume) Hook. f. & Thomson,Kepel,3344,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3344
Stelechocarpus cauliflorus,-,6972,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6972
Stemonurus scorpioides Becc.,-,4744,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4744
Stenocarpus sinuatus (A. Cunn.) Endl.,Fire-wheel Tree,3135,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3135
Stenochlaena palustris (Burm.f.) Bedd.,Climbing Fern,4745,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4745
Stenotaphrum secundatum 'Variegatum',Variegated Saint Augustine Grass,2476,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2476
Stephania capitata (Blume) Spreng.,-,6089,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6089
Stephania erecta,-,1503,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1503
Stephanotis floribunda Brongn.,Madagascar Jasmine,1504,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1504
Sterculia coccinea Jack,-,7595,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7595
Sterculia cordata,Kelumpang,3728,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3728
Sterculia foetida L.,Hazel Sterculia,3137,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3137
Sterculia macrophylla Vent.,Broad-leaved Sterculia,3138,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3138
Sterculia megistophylla Ridl.,Kalumpang,5664,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5664
Sterculia monosperma Vent.,Seven Sisters' Fruit,3139,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3139
Sterculia oblongata R. Br.,Sterculia,3140,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3140
Sterculia parviflora Roxb.,Common Sterculia,3141,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3141
Sterculia rubiginosa Vent.,Rusty Sterculia,3142,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3142
Sterculia stipulata,-,3143,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3143
Stereospermum fimbriatum,Snake Tree,3144,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3144
Stevia rebaudiana (Bertoni) Bertoni,Candy Leaf,2477,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2477
Sticherus truncatus (Willd.) Nakai,-,8722,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8722
Streblus ilicifolius (S. Vidal) Corner,Jungle Holly,3146,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3146
Strelitzia nicolai,White Bird-of-paradise,3147,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3147
Strelitzia reginae,Bird of Paradise,2478,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2478
Strelitzia reginae 'Mandela's Gold',Mandela's Gold Bird-of-Paradise,3465,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3465
Streptocarpus 'Blue Halo',Cape Primrose,6270,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6270
Streptocarpus 'Chimera',Chimera African Violet,6308,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6308
Streptocarpus 'Harlequin Blue',-,6096,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6096
Streptocarpus ionanthus (H.Wendl.) Christenh.,African Violet,2412,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2412
Streptocarpus 'Katie',Cape Primrose,6273,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6273
Streptocarpus 'Ness' Crinkle Blue',Chimera African Violet,6309,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6309
