Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Phaseolus vulgaris L.,French Bean,8356,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8356,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,"An annual, bushy herbaceous plant, erect, up to 60 cm tall.","Pink, Purple, White",-,-,Terrestrial (Agricultural Land),Green,Green,-,Fast,None,None,"Leaves are alternately arranged along the stem, each leaf is trifoliate and has ovate-shaped leaflets with entire margin."
Phaseolus vulgaris 'Purple Bush Bean',Purple Bush Bean,7281,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7281,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,-,Flowers are pea-shaped.,-,-,-,-,-,-,-,None,None,-
Phenakospermum guyannense (Rich.) Endl. ex Miq.,South American Traveller's Palm,2329,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2329,Herbaceous Plant,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,It is a palm-like plant with a pseudostem growing up about 7 to 8 m tall.,"Cream / Off-White, Green",-,-,Terrestrial,Green,-,3.5 (Shrub & Groundcover - Monocot),Moderate,None,None,"Its leaves are green and large, resembling those of bananas. Leaves are arranged in a fan-like shape."
Philodendron 'Anderson's Red',-,1472,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1472,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Green, Purple",-,-,Fast to Moderate,None,None,-
Philodendron billietiae Croat,-,6937,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6937,Epiphyte,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,"Large hemipiphyte -  can be found growing on the ground and subsequently clambering onto trees, or as an epiphyte on trees, but with its long roots anchoring the plant to true ground","Cream / Off-White, White",-,-,Terrestrial,"Green, Green - Light Green",-,-,-,None,None,"Leaves sagittate, mid green, somewhat glossy above, growing up to 90cm in length. Petioles dull yellowish orange - orange, 25-56 cm in length."
Philodendron bipinnatifidum Schott ex Endl.,Split-Leaf Philodendron,1473,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1473,"Climber, Herbaceous Plant",Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,5 m,"The inflorescence is a spadix, typical of a member of the Araceae family. It is about 30cm long, with a purplish red spathe enclosing an upright, fleshy spike of tiny petal-less flowers. An interesting fact about the inflorescence is that it is generates heat over a 2 or 3 day period when flowering, enough to maintain the ambient temperature within the spadix at higher than room temperature (between 31 to 40 degrees Celsius). This trait is most likely to attract pollinators like ants and beetles.",-,-,-,Green,-,-,Fast to Moderate,None,None,"This plant has very large, glossy leaves up to 90cm long, that are very deeply dissected into many wavy-margined lobes, and held on long petioles. The upper surface is dark green and glossy, while the underside is lighter green."
Philodendron burle-marxii G.M.Barroso,-,5359,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5359,"Climber, Creeper, Epiphyte",Semi Shade,Moderate Water,False,False,False,False,"An epiphytic, herbaceous vine. It climbs via its roots.",-,-,-,Terrestrial,Green,-,-,-,None,None,"The leaves are narrowly oblong with an auriculate to truncate leaf base. The leaf blade measures 34 - 60 x 6 - 8cm, the upper leaf surface is dark green while the leaf underside is of a much paler shade."
Philodendron 'Caramel Cream',-,6758,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6758,Climber,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Philodendron cruentum Poepp.,-,8266,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8266,Climber,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,"Green, Patterned, Red","Green, Red",-,Fast,None,None,-
Philodendron 'Emerald Red',-,1474,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1474,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Purple,-,-,Fast to Moderate,None,None,-
Philodendron erubescens,Blushing Philodendron,1475,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1475,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Green, Purple",-,-,Fast,None,None,-
Philodendron erubescens 'Gold',-,1476,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1476,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Yellow / Golden,-,-,Fast to Moderate,None,None,-
Philodendron gloriosum André,-,8886,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8886,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,-,Toxic Upon Ingestion,-,-,-,-,-,Slow,None,None,-
Philodendron 'Gold',-,1477,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1477,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Green, Yellow / Golden",-,-,Fast to Moderate,None,None,-
Philodendron 'Gold Fire',-,1478,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1478,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Green, Orange",-,-,Fast to Moderate,None,None,-
Philodendron grazielae G.S.Bunting,-,6168,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6168,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,White,Irritant - Sap,-,Terrestrial,Green,-,-,-,None,None,"Leaves subreniform, cordate at base, light - mid green on upper surface, glossy. Leaves  4-11 cm in width, almost as long as wide; leaf tips reflexed."
Philodendron 'Green Dragon',-,4797,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4797,Climber,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Fast to Moderate,None,None,-
Philodendron hederaceum (Jacq.) Schott,Heart Leaf Philodendron,6547,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6547,Climber,Semi Shade,Moderate Water,False,False,False,False,"An evergreen hemi-epiphytic vine, usually found growing on trees or rocks, can reach to a length of about 3 - 6 m.","Yellowish-green spathes of white flowers (spadix) occasionally blooming, spathes measuring about 5 - 6 cm, spadix cylindrical in shape and pistillate part measuring about 4 - 5 m long. Flowers are sterile and do not set seed.","Toxic Upon Ingestion, Irritant - Sap",-,Terrestrial,Green,-,-,-,None,None,"Heart-shaped leaves, measuring about 10 - 20 cm by 8 - 15 cm, leaf stalk measuring about 4 - 7 cm long, pointed tips. Juvenile plants have leaves blades that are velvety and red on the underside. The character is lost after the plant matures."
Philodendron hederaceum var. hederaceum,Heartleaf Philodendron,4551,https://www.nparks.gov.sg/florafaunaweb/flora/4/5/4551,Climber,Semi Shade,Moderate Water,False,False,False,False,Herbaceous vine with a climbing or trailing growth habit.,-,-,-,-,"Green, Patterned, Green - Light Green",Green,-,Fast,None,None,"Shiny, waxy leaves are heart-shaped with thin, curved tips. They are variegated with swirled patterns of dark green, light green and yellow-green."
Philodendron lacerum,Toothed Philodendron,4550,https://www.nparks.gov.sg/florafaunaweb/flora/4/5/4550,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,"Can grow as an epiphyte or hemiepiphyte climber, succulent and vigorously growing.","Spathe dull red on the outside and purple on the inside, blade green-yellow.",Toxic Upon Ingestion,-,Terrestrial,Green,-,-,-,None,None,"Multi-lobed leaf margins, leaf blade can measure up to 50 cm long and 20 cm wide."
Philodendron linnaei Kunth,-,3743,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3743,"Climber, Epiphyte, Shrub",Semi Shade,Moderate Water,False,False,False,False,"Aroid. Herbaceous hemi-epiphytic climber, whose leaves overlap to form a tight rosette when plant is young, and a loose or partial rosette in mature specimens. Nest-like rosette structure enables plants to collect fallen debris as a means of moisture and nutrient storage. Typically up to 30cm height if grown in a container.","Red, White",-,Bird-Attracting,Terrestrial (Primary Rainforest),"Green, Red",Red,-,Slow,None,None,"Leaves obovate, with distinct apiculate tip, smooth and slightly leathery, green above and maroon-reddish below, with sunken midrib. Young leaves and runner-tips reddish."
Philodendron 'Magnificum',-,1479,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1479,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Green, White",-,-,Fast to Moderate,None,None,-
Philodendron mamei,Blotched Philodendron,1480,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1480,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Green,-,-,Fast to Moderate,None,None,-
Philodendron martianum 'Fat Boy',-,8327,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8327,"Epiphyte, Herbaceous Plant",Semi Shade,Moderate Water,False,False,False,False,It is herbaceous plant that can be grown as an epiphyte or terrestrial plant.,-,-,-,-,Green,-,-,-,None,None,"Foliage is produced in a rosette form. Foliage is green, slightly leathery, and linear to lanceolate in shape. The underside of the leaves is paler in color, matte to semi-glossy. Lateral veins are much more obvious on the underside. Petioles are green and inflated."
Philodendron 'Orange Fire',-,1481,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1481,"Epiphyte, Herbaceous Plant",Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,It is an herbaceous plant.,-,Irritant - Contact Allergy,-,Terrestrial,"Green, Orange","Orange, Red",-,Moderate,None,None,"Leaf blades are heart-shaped, attached to the stem with red petioles. Young leaves are orange to red, turning to yellow when mature."
Philodendron panduriforme,Fiddleleaf Philodendron Panda Plant,1482,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1482,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Green,-,-,Fast to Moderate,None,None,-
Philodendron 'Pink Princess',Philodendron Pink Princess,8541,https://www.nparks.gov.sg/florafaunaweb/flora/8/5/8541,"Climber, Epiphyte",Semi Shade,Moderate Water,False,False,False,False,This plant is a vining climbers that can be grown as shrub when young. Plant can grow up to 60 cm long.,White,"Irritant - Sap, Toxic Upon Ingestion",-,Terrestrial,"Green, Pink","Pink, Green",-,Moderate,None,None,"Glossy, leathery, evergreen, simple leaves with variegation of bright pink and dark green."
Philodendron 'Pink Sensation',-,1483,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1483,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,"Green, Pink, Purple",-,-,Moderate,None,None,-
Philodendron 'Pluto',-,1484,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1484,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Green,-,-,Moderate,None,None,-
Philodendron 'Red Cherry',-,5504,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5504,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Fast,None,None,-
Philodendron squamiferum Poepp.,Red Bristle Philodendron,6347,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6347,"Climber, Epiphyte, Herbaceous Plant",Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,White,-,-,Terrestrial,Green,-,-,-,None,None,-
Philodendron superbum,-,5364,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5364,"Epiphyte, Herbaceous Plant",Semi Shade,Moderate Water,False,False,False,False,-,-,Irritant - Sap,-,-,Green,-,-,-,None,None,-
Philodendron 'Tropical Sunrise',-,1485,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1485,Climber,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Yellow / Golden,-,-,Moderate,None,None,-
Philodendron verrucosum L.Mathieu ex Schott,-,6182,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6182,Climber,Semi Shade,Moderate Water,False,False,False,False,A hemiepiphytic climber.,The flowers are borne on a spadix. The spathe is covered densely with scales and is about 10 to 22cm long and 4cm wide.,-,-,Terrestrial,"Green, Green - Light Green, Purple",-,-,-,None,None,"The leaves are large and spreading, the leaf petiole can grow up to 90cm in length and is sub-terete with a purplish to brown surface. The surface of the petiole is also covered with scales. The leaf blade is coriaceous and has an acuminate leaf tip and a cordate leaf base. The leaf has a dark green upper surface with the veins, a paler green while the lower leaf surface is is pale green with red-purple areas between the secondary veins."
Philodendron xanadu,-,1486,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1486,Shrub,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,A chamaephyte that usually grow to about 1.6 m wide and 1 m tall.,"Spathe usually 12.8 – 12.5 cm long, is leathery and is dark purple brown or deep purplish red. Creamed coloured spadix is 8.5 – 10.5 cm long, protruding up to 1.5 cm from the spathe.",-,-,-,Green,-,-,Moderate,None,None,"Leaves have slightly leathery (sub-coriaceous) blades. The upper surface is dark green and moderately glossy while the underside is slightly less green and weakly glossy. Leaves are pinnatisect with about 10 primary lateral lobes on each side. Two side of the blade are angled 20-30° upwards to the midrib. Usually 25 – 31 cm long and 17 – 25 cm wide, it is believed that the maximum size of the leaf blade can be over 1 m in length. Petioles (8 – 9 mm) are green, grooved and slightly glossy. A C-shaped canal is also present on the upper surfaces of the petioles. Narrow cataphylls are about 21 cm long and turn from green to dark brown when dried."
Phlebodium pseudoaureum (Cav.) Lellinger,-,7067,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7067,"Epiphyte, Herbaceous Plant","Full Shade, Semi Shade","Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,EPI,-,-,-,Terrestrial,Green - Bluish Green,-,-,-,None,None,-
Phlegmariurus goebelii (Nessel) A.R.Field & Bostock,Tassel Fern,8364,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8364,Epiphyte,"Full Shade, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,"Epiphytic fern with stems growing 80-10cm, slender, pendulous. Fertile branches usually forked.",-,-,-,Terrestrial,Green - Bluish Green,-,-,-,None,None,"Leaves narrowly lanceolate to ovate-lanceolate, 0.6-1.6cm by 2.2cm, light green to light brown when mature, papery texture with an entire margin."
Phlegmariurus nummulariifolius (Blume) Ching,Tassel Fern,6296,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6296,Epiphyte,Semi Shade,"Moderate Water, Occasional Misting",False,True,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,None,None,-
Phlegmariurus phlegmaria (L.) T.Sen & U.Sen,Common Tassel Fern,3746,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3746,Epiphyte,"Full Shade, Semi Shade","Lots of Water, Moderate Water",False,True,False,False,0.6 m to 0.8 m,-,-,-,"Terrestrial (Primary Rainforest, Monsoon Forest, Temperate Forest, Mountain)",Green,-,-,Moderate,None,None,"Fronds trailing or arched, with bifurcating branching. Young fronds initially upright, but get pulled down by their own weight. Stems thin (4mm across), brownish when older. Frondlets pale green, lanceolate and flat, whorled at 90° along stem axis. Bulblets (gemmae) formed at base of upper fronds during end of each annual growth cycle."
Phlegmariurus squarrosus (G.Forst.) Á.Löve & D.Löve,Rock Tassel Fern,3745,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3745,"Creeper, Epiphyte, Herbaceous Plant","Full Shade, Semi Shade","Little Water, Moderate Water",False,True,False,False,0.2 m,-,-,-,"Terrestrial (Primary Rainforest, Monsoon Forest, Temperate Forest), Shoreline (Mangrove Forest)",Green,-,-,Moderate,None,None,"Fronds trailing, tufted, arched or nodding towards tip, bifurcating (dividing into 2) as they lengthen. Stems thin (4mm across), brownish when older. Frondlets pale to yellowish green, narrowly-linear and bristle-like, whorled at 60-90° along stem axis. Bulblets (gemmae) formed at base of upper fronds during end of each annual growth cycle."
Phoenicophorium borsigianum,Latanier Palm,5098,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5098,Palm,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,Yellow / Golden,"Spines/Thorns - Trunk, Spines/Thorns - Leaf",-,"Terrestrial (Primary Rainforest, Secondary Rainforest)","Green, Orange",-,2.5 (Palm - Solitary),Moderate,The trunks are ringed with leaf scars formed by the fallen leaves. Young plants bears spines.,The trunks are ringed with leaf scars formed by the fallen leaves. Young plants bears spines.,None
Phoenix canariensis,-,2662,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2662,Palm,Full Sun,Moderate Water,False,False,False,False,21 m,Cream / Off-White,-,-,Terrestrial,Green,-,2.5 (Palm - Solitary),Moderate,-,-,None
Phoenix dactylifera L.,Date,3414,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3414,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,2.5 (Palm - Solitary),Moderate,-,-,None
Phoenix paludosa Roxb.,Mangrove Date Palm,2663,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2663,Palm,Full Sun,Lots of Water,False,False,False,False,4 m,-,Toxic Upon Ingestion,-,Shoreline,Green - Light Green,-,4.0 (Palm - Cluster),Moderate,-,-,None
Phoenix pusilla Gaertn.,-,8706,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8706,Palm,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Phoenix reclinata,African Wild Date,2664,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2664,Palm,Full Sun,Moderate Water,False,False,True,False,12 m,The bracts enveloping the male and female inflorescence are green-yellow and split open 1 or 2 times between margins when mature. The male inflorescence is erect (17 – 30 cm long) and comprises of cream-white male flowers crowded on the stalk. Female inflorescence is erect (about 60 cm long) but slowly becomes pendulous as fruits are developed.,-,-,Terrestrial,Green,-,4.0 (Palm - Cluster),Moderate,-,-,None
Phoenix roebelenii O'Brien,Miniature Date Palm,2665,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2665,Palm,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,1 m to 3 m,Cream / Off-White,-,-,"Terrestrial (Primary Rainforest, Riverine)",Green,-,2.5 (Palm - Solitary),Moderate,"Trunk solitary (unlikely to be producing several though it can happen), slender, roughened by retaining old leaf bases, grey.","Trunk solitary (unlikely to be producing several though it can happen), slender, roughened by retaining old leaf bases, grey.",None
Phoenix sylvestris,Wild Date Palm,5094,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5094,Palm,Full Sun,Moderate Water,False,False,False,False,-,White,-,-,Terrestrial,Green,-,2.5 (Palm - Solitary),Moderate,"Slender. Has swollen base, trunk are cover with persistent old leaf base.","Slender. Has swollen base, trunk are cover with persistent old leaf base.",None
Pholidocarpus ihur (Giseke) Blume,-,8777,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8777,Palm,Full Sun,Lots of Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Photinia x fraseri 'Red Robin',Fraser Photinia,5564,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5564,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,12 m to 18 m,White,-,-,Terrestrial,Green,Red,-,-,None,Greenish brown,"Leaves oval, margins serrated, base tapering gradually, tip pointed, about 6.5-9 cm long."
Phragmipedium besseae Dodson & J.Kuhn,-,6331,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6331,Lithophyte,Semi Shade,Moderate Water,False,False,False,False,A lihophytic or terrestrial herb.,"Orange, Red",-,-,Terrestrial,-,-,-,-,None,None,"The leaves are arranged alternately, narrowly elliptic and are up to 7cm long and glabrous."
Phragmites karka 'Variegatus',Variegated Tropical Reed,3473,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3473,Grass or Grass-like Plant,Full Sun,Lots of Water,False,False,False,False,1.8 m to 2.4 m,"Brown, Pink, Purple, Red",-,-,-,"Green, Silver / Grey, Yellow / Golden",-,-,Moderate,None,None,None
Phyla nodiflora (L.) Greene,Texas Frogfruit,3716,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3716,"Creeper, Herbaceous Plant, Shrub","Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,0.1 m to 0.3 m,White,-,Butterfly-Attracting,Terrestrial (Riverine),Green,-,-,Fast,None,None,"Leaves green, ovate or oblanceolate with serrate leaf margin from the middle to the tip of the leaf. Leaves have opposite arrangement."
Phyllagathis rotundifolia,Tapak Sulaiman,2330,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2330,Shrub,Semi Shade,Moderate Water,False,False,False,False,"It is a creeping plant with short red stems, growing up to 30 cm tall and
spreads up to 60 cm wide.","Purple, Pink",-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Its leaves are round to heart-shaped, measuring 5 - 20 cm long and 4 - 12 cm
wide, shiny, covered with fine hairs, dark green in colour."
Phyllanthus angustifolius (Sw.) Sw.,Swordbush,6654,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6654,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,True,"An evergreen, perennial, medium-sized shrub with flattened, leaf-like stems. It can reach a height of up to 2 m and a spread of 1 m.",Pink,-,-,Terrestrial,Green,-,-,-,None,None,The leaf-like structures are actually flattened stems. The real foliage are absent except on seedlings.
Phyllanthus cochinchinensis,Vietnam Leaf-Flower,2332,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2332,Shrub,Full Sun,Moderate Water,True,False,False,False,Shrub able to grow up to 3 m tall.,Small male and female flowers on the same plant.,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Leaves are spirally arranged on short branches, obovate to oblong-obovate in shape, measuring about 1 - 2 cm long and 0.6 - 1.3 cm wide, stipules are reddish-brown and ovate-triangular in shape, petiole measuring about 0.1 - 0.2 cm long."
Phyllodium longipes (Craib) Schindl.,Fish Scales,1926,https://www.nparks.gov.sg/florafaunaweb/flora/1/9/1926,Shrub,Full Sun,Moderate Water,False,False,False,False,1 m to 2 m,"Cream / Off-White, White",-,Butterfly Host Plant,"Terrestrial (Monsoon Forest, Grassland / Savannah/ Scrubland)",Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Leaves densely covered by velvety brown hairs. Terminal leaves lanceolate to oblong, 13-20 cm length, often longer than lateral leaves, prominently veined."
Phyllodium pulchellum (Linnaeus) Desvaux,排钱树,6322,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6322,Shrub,Full Sun,Moderate Water,False,False,False,False,0.5 m to 2 m,"White, Yellow / Golden",-,-,-,Green,-,-,-,None,None,"Compound leaves are composed of three leaflets. The terminal leaflet is shaped like an egg or oval and is about twice the size of the two lateral leaflets. The upper leaf surface is sparsely hairy, while the veins on the lower surface are densely hairy."
Phyllotaenium lindenii André,Angel's Wing,1745,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1745,Herbaceous Plant,Semi Shade,Lots of Water,False,False,False,False,0.3 m to 0.6 m,White,-,-,-,"Green, White",-,3.5 (Shrub & Groundcover - Monocot),Slow,None,None,"Leaves are large, thin and leathery with entire leaf margin (0.45 m long). They are arrow-shaped with 2 oval-shaped lobes at the leaf base. The leaf stalk is brownish and either erect or slightly curved (0.3 - 0.6 m). Stalks may be covered in soft, short hairs or rough. Leaves are light to dark green and whitish along the major veins."
Phymatosorus membranifolium (R. Br.) S.G. Lu,Pimple Fern,5538,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5538,"Epiphyte, Herbaceous Plant","Full Shade, Semi Shade","Little Water, Moderate Water",False,True,False,False,"Creeping terrestrial herb, up to 1.3 m tall.",-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Disturbed Area / Open Ground)",Green,-,-,-,None,None,"Stipe smooth, up to 50 cm long. Laminae pinnately divided almost to the midrib, up to 80 cm long by 40 cm wide. Basal lobes reduced, lateral lobes linear, with a long pointed tip, longest near the base, gradually reducing in size towards the tip of the laminae, up to 30 cm long by 4.5 cm wide, papery texture."
Physalis minima,Bladder Cherry,2337,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2337,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,1.5 m,Yellow / Golden,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Leaves are ovate to cordate (9.7 cm long, 8.1 cm wide) with long petioles (4 cm long) and wavy leaf margins. The upper surface of the leaf is dark green, and the lower surface is light green."
Physalis peruviana L.,Cape Gooseberry,6742,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6742,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,True,False,Herbaceous plant which usually grows up to 1m in height.,Yellow / Golden,-,-,Terrestrial,Green,-,-,-,None,None,"Leaves are simple and they exist asymmetrically in pairs at each node (alternate leaf arrangement). Leaf blade ranged from broadly ovate to cordate, with mostly entire leaf margin or sometimes with a few blunt lobes. Leaf blade has velvety texture."
Physostegia virginiana (L.) Benth.,Obedient Plant,8048,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8048,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,A herbaceous and rhizomatous perennial that grows up to 1.2 m tall. Plant tends to form clumps.,Pink,-,Bird-Attracting (Flowers),Terrestrial,Green,Green,-,-,None,None,"Oppositely arranged leaves, narrow-lanceolate in shape. Leaves have sharp toothed margin."
Physostegia virginiana 'Alba',Obedient Plant,8049,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8049,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,A herbaceous and rhizomatous perennial that grows up to 1.2 m tall. Plant tends to form clumps.,White,-,Bird-Attracting (Flowers),Terrestrial,Green,Green,-,-,None,None,"Oppositely arranged leaves, narrow-lanceolate in shape. Leaves have sharp toothed margin."
Phytocrene bracteata Wall.,Nanas Batu,6287,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6287,Climber,Semi Shade,Moderate Water,False,True,False,False,"It is a woody climber, with spiny, rounded projections on its stem.","The plant is dioecious, where the male and female flowers occurs on different plants. The male flowering shoot is usually found from the leaf axils, up to 20 cm long, and bear 1–3 male flowers. The female flowers develop in flower-heads that are also found in a group of 1–3.",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Freshwater Swamp Forest)",-,-,-,-,None,None,"Its spirally arranged, stalked leaves have leathery leaf blades that are broadly egg-shaped, often 3-lobed, and 10–25 by 7–20 cm. The undersides of the leaf blades are covered with soft, short, brownish hair."
Phytolacca acinosa Roxb.,Pokeweed,2426,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2426,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,0.5 m to 1.5 m,White,Toxic Upon Ingestion,Bird-Attracting,Terrestrial (Disturbed Area / Open Ground),Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Leaves elliptical, with papery texture."
Pigafetta elata (Mart.) H.Wendl.,Pigafetta Palm,8770,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8770,Palm,Full Sun,Moderate Water,False,False,False,False,50 m,Inflorescence occurs between the leaves (interfoliar) and comprises of many small flowers.,Spines/Thorns - Leaf,-,Terrestrial,Green,-,-,Fast to Moderate,-,-,None
Pigafetta filaris (Giseke) Becc.,Pigafetta Palm,2667,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2667,Palm,Full Sun,Moderate Water,False,False,False,False,50 m,Inflorescence occurs between the leaves (interfoliar) and comprises of many small flowers.,Spines/Thorns - Leaf,-,Terrestrial,Green,-,2.5 (Palm - Solitary),Fast to Moderate,-,-,None
